date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,daily_return,ret_5,realtime_trend_age,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score,signal,position_scale,is_effective_signal,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,4.862044414106031,-0.03939997848716792,-0.0306766204610314,1,0.0909090909090909,,0.182805154772268,4.4894304976905826,-0.2186351564476156,0.0416054209827955,0.5634096510127159,0.0271389590530075,4.862044414106031,0,1.0,0,1.0,0.0,1.0,-0.03939997848716792,-0.03939997848716792,0.9990611602160852,0.9990611602160852,1.042570101565494,1.042570101565494,-0.04173238929840506,-0.04173238929840506
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,4.805565720524457,-0.010722982985395091,-0.0442321954074954,2,0.0833333333333333,,0.265705292123533,4.722232387191124,-0.1292862228611287,0.0198794571453014,-0.5314599679632307,0.0964958912578867,4.805565720524457,0,1.0,0,1.0,0.0,1.0,-0.010722982985395091,-0.010722982985395091,0.988348244393719,0.988348244393719,1.042570101565494,1.042570101565494,-0.05200787658341344,-0.05200787658341344
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,4.182449990434164,0.004809469163191693,-0.0417111153024891,3,0.1538461538461538,,0.2533184440631455,4.02860383658801,-0.3159714196922584,0.0134078637568351,-0.6169975877195745,0.8912822044330793,4.182449990434164,0,1.0,0,1.0,0.0,1.0,0.004809469163191693,0.004809469163191693,0.9931016747976252,0.9931016747976252,1.042570101565494,1.042570101565494,-0.04744853769889279,-0.04744853769889279
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,7.469198406090467,-0.02944497259943235,-0.075496389405898,4,0.0714285714285714,,0.387435399943735,6.438484286418536,0.3192940540129411,0.0373885294716264,1.5992770424737786,0.0437111437504692,7.469198406090467,0,1.0,0,1.0,0.0,1.0,-0.02944497259943235,-0.02944497259943235,0.9638598231947588,0.9638598231947588,1.042570101565494,1.042570101565494,-0.07549638940589798,-0.07549638940589798
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,5.236404069378615,-0.007161296774489512,-0.0798829190156987,5,0.0666666666666666,,0.4417371736590354,3.9710815485915822,1.7032818041366136,0.0281889015290025,0.6940299041041174,0.5466431811991855,5.236404069378615,0,1.0,0,1.0,0.0,1.0,-0.007161296774489512,-0.007161296774489512,0.9569573369518541,0.9569573369518541,1.042570101565494,1.042570101565494,-0.08211703413044946,-0.08211703413044946
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,5.93222856030142,-0.05501760370315323,-0.0948423645745362,6,0.0,,0.5264324517830392,3.442975354330677,1.7109923065943375,0.0527075883318085,3.267514105347148,0.0028351888528161,5.93222856030142,0,1.0,0,1.0,0.0,1.0,-0.05501760370315323,-0.05501760370315323,0.9043078374266121,0.9043078374266121,1.042570101565494,1.042570101565494,-0.13261675539253537,-0.13261675539253537
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,3.662439629276941,-0.020462478732256484,-0.1037536996089528,7,0.0,,0.5590776669430575,2.131701686836448,2.456390945523662,0.0284396984528492,0.605084939357324,0.1162737059735285,3.662439629276941,0,1.0,0,1.0,0.0,1.0,-0.020462478732256484,-0.020462478732256484,0.8858034575358572,0.8858034575358572,1.042570101565494,1.042570101565494,-0.15036556658803124,-0.15036556658803124
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,3.0135675842004295,0.010894592989107776,-0.0983260340825314,8,0.0555555555555555,,0.5395369442808367,1.648092656192005,1.32578954407672,0.045954467542112,1.2940492008290174,0.5176789909596979,3.0135675842004295,0,1.0,0,1.0,0.0,1.0,0.010894592989107776,0.010894592989107776,0.8954539256740548,0.8954539256740548,1.042570101565494,1.042570101565494,-0.14110914524647666,-0.14110914524647666
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,2.164485327021744,-0.010168083655664018,-0.0804172412642294,9,0.0526315789473684,,0.4410437693088322,1.4957333458415631,1.103757841336826,0.0303055409146451,0.1284829631287991,0.2476490960825062,2.164485327021744,0,1.0,0,1.0,0.0,1.0,-0.010168083655664018,-0.010168083655664018,0.8863488752480082,0.8863488752480082,1.042570101565494,1.042570101565494,-0.14984241930869535,-0.14984241930869535
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,0.9859232295256666,0.009092829458121399,-0.0653624149432325,10,0.1,0.1,0.2972358824603365,0.8478676871161106,0.076111084819112,0.0146973548092409,-0.9111982901333056,0.3420052224882146,0.9859232295256666,0,1.0,0,1.0,0.0,1.0,0.009092829458121399,0.009092829458121399,0.8944082944110361,0.8944082944110361,1.042570101565494,1.042570101565494,-0.14211208141494014,-0.14211208141494014
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.1800881763080002,0.02920126983505189,0.0179345066591281,11,0.25,0.238095238095238,0.0340041495708227,0.4343758830708912,0.4163232388318811,0.0386348897052395,0.575101347642337,0.6881463553715331,1.1800881763080002,0,1.0,0,1.0,0.0,1.0,0.02920126983505189,0.02920126983505189,0.9205261523588413,0.9205261523588413,1.042570101565494,1.042570101565494,-0.11706066481610677,-0.11706066481610677
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,0.612632895707798,-0.012907697612767444,0.0257854283694387,12,0.25,0.2272727272727272,-0.0986936901157484,0.0566835204518584,0.1175108762312529,0.0362462931217523,0.4943878742806263,0.183790780693843,0.612632895707798,0,1.0,0,1.0,0.0,1.0,-0.012907697612767444,-0.012907697612767444,0.908644279139549,0.908644279139549,1.042570101565494,1.042570101565494,-0.12845737876507846,-0.12845737876507846
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,0.5239800129609814,0.00800057075478433,0.0228487761626361,13,0.3,0.2608695652173913,-0.0371752850317648,0.2239800129609814,-0.8070224116199702,0.0219260590523278,-1.4657061044311566,0.9390322895381424,0.5239800129609814,0,1.0,0,1.0,0.0,1.0,0.00800057075478433,0.00800057075478433,0.915913951985735,0.915913951985735,1.042570101565494,1.042570101565494,-0.12148454035807832,-0.12148454035807832
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,0.3,-0.003613383240544721,0.0296221153397344,14,0.3,0.25,-0.1329011808678917,-0.1946124951852675,-1.0756283835609854,0.0290332537463138,-0.547892094803884,0.3211047722516076,0.3,0,1.0,0,1.0,0.0,1.0,-0.003613383240544721,-0.003613383240544721,0.9126044038618487,0.9126044038618487,1.042570101565494,1.042570101565494,-0.12465895339650779,-0.12465895339650779
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.1611900059071396,-0.023748311814784095,-0.0038871559190236,15,0.1,0.08,0.0199017266878254,0.9557261742441544,-0.9973429661937592,0.0319085188220571,0.2109276633259706,0.0058345062760492,1.1611900059071396,0,1.0,0,1.0,0.0,1.0,-0.023748311814784095,-0.023748311814784095,0.8909315899153923,0.8909315899153923,1.042570101565494,1.042570101565494,-0.145446825515527,-0.145446825515527
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,5.6928613206974354,-0.04170097198681533,-0.0725099178829848,16,0.0,0.0,0.2096865424859277,2.8905402889068013,1.132439178127849,0.0731016336823308,4.472202885453419,0.1688812472658613,5.6928613206974354,0,1.0,0,1.0,0.0,1.0,-0.04170097198681533,-0.04170097198681533,0.8537788766421617,0.8537788766421617,1.042570101565494,1.042570101565494,-0.1810825235059481,-0.1810825235059481
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,3.835760232690128,0.006131217741018213,-0.0546206028491268,17,0.05,0.037037037037037,0.2476178458112414,2.68267590967333,0.6861419280636527,0.0453802910424894,1.5200267179699434,0.677295991602671,3.835760232690128,0,1.0,0,1.0,0.0,1.0,0.006131217741018213,0.006131217741018213,0.8590135808375366,0.8590135808375366,1.042570101565494,1.042570101565494,-0.17606156214563806,-0.17606156214563806
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,2.487587427333151,-0.003050329522586104,-0.0649849753954359,18,0.05,0.0357142857142857,0.2380323114155462,2.353252805332818,0.1686692440006662,0.022085992383182,-0.989549055458548,0.2656797740056349,2.487587427333151,0,1.0,0,1.0,0.0,1.0,-0.003050329522586104,-0.003050329522586104,0.8563933063516055,0.8563933063516055,1.042570101565494,1.042570101565494,-0.17857484588741868,-0.17857484588741868
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,2.6107233349404604,0.005351682689881843,-0.0565721051294925,19,0.15,0.1034482758620689,0.2736547088789542,2.104464767414061,0.7125171350527996,0.0286965872788495,-0.1964869587495857,0.9846213473712926,2.6107233349404604,0,1.0,0,1.0,0.0,1.0,0.005351682689881843,0.005351682689881843,0.8609764515849381,0.8609764515849381,1.042570101565494,1.042570101565494,-0.1741788391091208,-0.1741788391091208
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,2.386017739459019,-0.0014146698930943558,-0.0349893708428666,20,0.15,0.1,0.1882930232534061,1.9539299095660188,0.5641756597860008,0.0270626868906187,-0.2778189933130019,0.2265567977363677,2.386017739459019,0,1.0,0,1.0,0.0,1.0,-0.0014146698930943558,-0.0014146698930943558,0.8597584541202177,0.8597584541202177,1.042570101565494,1.042570101565494,-0.17534710344251336,-0.17534710344251336
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.000589801321217,0.016418201768466423,0.0235368498796544,21,0.25,0.1612903225806451,0.0496081727135742,0.6593464528244739,0.1824866969934868,0.0229426781334454,-0.7285396926256378,0.5803022608496612,1.000589801321217,0,1.0,0,1.0,0.0,1.0,0.016418201768466423,0.016418201768466423,0.8738741418921082,0.8738741418921082,1.042570101565494,1.042570101565494,-0.16180778579788224,-0.16180778579788224
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.1373198103955386,0.0018958278263183637,0.0192281895629244,22,0.3,0.1875,0.0334533232548341,0.8000409967863132,0.0745576272184507,0.0255323387825879,-0.3539509339445459,0.2901762036276784,1.1373198103955386,0,1.0,0,1.0,0.0,1.0,0.0018958278263183637,0.0018958278263183637,0.8755308568070074,0.8755308568070074,1.042570101565494,1.042570101565494,-0.16021871767439444,-0.16021871767439444
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.8349025196933633,-0.0003752498615776645,0.0219630483833508,23,0.3,0.1818181818181818,0.0411563583395384,1.5349025196933632,-1.2760034825930229,0.0146226494578394,-1.9946184550988864,0.2938738904309603,1.8349025196933633,0,1.0,0,1.0,0.0,1.0,-0.0003752498615776645,-0.0003752498615776645,0.8752023139741836,0.8752023139741836,1.042570101565494,1.042570101565494,-0.16053384548434269,-0.16053384548434269
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,5.397900069644128,-0.029219129177755154,-0.0131789749400794,24,0.0,0.0,0.1131258043127072,5.019592681149912,-0.1763150908341663,0.0329083846686244,0.7566147769884314,0.1963979621324108,5.397900069644128,0,1.0,0,1.0,0.0,1.0,-0.029219129177755154,-0.029219129177755154,0.8496296645055017,0.8496296645055017,1.042570101565494,1.042570101565494,-0.18506231549348895,-0.18506231549348895
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,13.259308541736994,-0.04388045669705709,-0.0551444735313478,25,0.0,0.0,0.2741395896559542,11.079230238233604,2.2241494255501024,0.0436595572921154,2.136007181456679,0.0223383476101028,13.259308541736994,0,1.0,0,1.0,0.0,1.0,-0.04388045669705709,-0.04388045669705709,0.8123475268036329,0.8123475268036329,1.042570101565494,1.042570101565494,-0.2208221532692769,-0.2208221532692769
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,14.721434475830453,0.011393982863042718,-0.0598149536454567,26,0.05,0.0277777777777777,0.3331602240030378,13.07462802849098,1.116371749116577,0.0445445937469905,2.0772411455623643,0.8890784415470182,14.721434475830453,0,1.0,0,1.0,0.0,1.0,0.011393982863042718,0.011393982863042718,0.8216034006028686,0.8216034006028686,1.042570101565494,1.042570101565494,-0.21194421423636456,-0.21194421423636456
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,12.307424037613808,-0.00464708560369631,-0.0659548628013201,27,0.05,0.027027027027027,0.3729429434102087,11.685629591856628,1.1435888915143573,0.0261958177899736,-0.2098834573443588,0.1473094034737535,12.307424037613808,0,1.0,0,1.0,0.0,1.0,-0.00464708560369631,-0.00464708560369631,0.8177853392679791,0.8177853392679791,1.042570101565494,1.042570101565494,-0.21560637693329632,-0.21560637693329632
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,9.422444644895632,-0.009041970993458048,-0.07405301035876,28,0.0,0.0,0.3764371290462378,9.276920096032182,0.2910490977269014,0.0232855765242052,-0.5480738482298966,0.259073380125249,9.422444644895632,0,1.0,0,1.0,0.0,1.0,-0.009041970993458048,-0.009041970993458048,0.8103909479514428,0.8103909479514428,1.042570101565494,1.042570101565494,-0.22269884132051887,-0.22269884132051887
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,6.2622441350837805,-0.03778830511686415,-0.0822264333247517,29,0.0,0.0,0.4147252351584178,3.7168748987479217,2.620027233124566,0.0395054241097365,2.470711239547152,0.0082784364176188,6.2622441350837805,0,1.0,0,1.0,0.0,1.0,-0.03778830511686415,-0.03778830511686415,0.7797676475463089,0.7797676475463089,1.042570101565494,1.042570101565494,-0.2520717346723912,-0.2520717346723912
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,2.3773506887575175,0.0026600609543534492,-0.0375524621889963,30,0.05,0.025,0.2877717304067442,1.3156752482265566,2.0233508810619223,0.022816165166845,-0.5161484645658944,0.5526564107318733,2.3773506887575175,0,1.0,0,1.0,0.0,1.0,0.0026600609543534492,0.0026600609543534492,0.7818418770190149,0.7818418770190149,1.042570101565494,1.042570101565494,-0.25008219989713587,-0.25008219989713587
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,1.059281740875509,-0.01517310246563297,-0.0628338325497502,31,0.0,0.0,0.2852197489831045,1.0183463980701069,0.0818706856108044,0.0236506588795234,-0.2958578013966523,0.1607364988004974,1.059281740875509,0,1.0,0,1.0,0.0,1.0,-0.01517310246563297,-0.01517310246563297,0.7699789101070825,0.7699789101070825,1.042570101565494,1.042570101565494,-0.2614607795188987,-0.2614607795188987
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,3.4508681550378677,-0.044406206475472665,-0.100268698505001,32,0.0,0.0,0.3644705936122747,1.378467168293166,1.0525288983697891,0.0489984935464233,3.0922730751196146,0.051126548610951,3.4508681550378677,0,1.0,0,1.0,0.0,1.0,-0.044406206475472665,-0.044406206475472665,0.735787067643108,0.735787067643108,1.042570101565494,1.042570101565494,-0.29425650463381714,-0.29425650463381714
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,3.441602370863451,-0.034000029191994074,-0.122929139743132,33,0.0,0.0,0.4264906475381789,2.00611837420993,2.0252659592366697,0.040014913386447,0.8457020340703723,0.0907840602374361,3.441602370863451,0,1.0,0,1.0,0.0,1.0,-0.034000029191994074,-0.034000029191994074,0.7107702858641506,0.7107702858641506,1.042570101565494,1.042570101565494,-0.3182518040783273,-0.3182518040783273
